,titles,lyrics
89,스티커 사진,"['눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '오늘 뭐해 날씨도 좋은데', '홍대 가서 커피나 마실래', '연인들 많은 거리에', '도란도란 너랑 걷고 싶은데', '우리도 예쁜 커플옷 입고', '같이 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '수줍었던 그대를 만난 지', '이번 주말 벌써 1년이야', '기념일마다 약속한', '사진 들을 많이 갖고 싶어져', '아직도 너랑 설레고 싶어', '우리 데이트할래', '눈 감고 찍은 사진', '장난스런 표정', '하나둘 셋 하고서', '손가락 하트', '둘이서 연습했던', '시그니처 포즈', '꽃받침 속 너와 나', '빛나고 있어', '그대를 사랑했던', '모든 시간들이', '하나부터 열까지', '너무 소중해', '우리가 약속했던', '많은 나날들이', '사진 속 우리처럼', '빛나고 있어']"
90,Permission to Dance,[]
91,신호등,"['이제야 목적지를 정했지만', '가려한 날 막아서네 난 갈 길이 먼데', '새빨간 얼굴로 화를 냈던', '친구가 생각나네', '이미 난 발걸음을 떼었지만', '가려한 날 재촉하네 걷기도 힘든데', '새파랗게 겁에 질려 도망간', '친구가 뇌에 맴도네', '건반처럼 생긴 도로 위', '수많은 동그라미들 모두가', '멈췄다 굴렀다 말은 잘 들어', '그건 나도 문제가 아냐', '붉은색 푸른색 그 사이', '3초 그 짧은 시간', '노란색 빛을 내는', '저기 저 신호등이', '내 머릿속을 텅 비워버려', '내가 빠른지도', '느린지도 모르겠어', '그저 눈앞이 샛노랄 뿐이야', '솔직히 말하자면 차라리', '운전대를 못 잡던 어릴 때가', '더 좋았었던 것 같아', '그땐 함께 온 세상을', '거닐 친구가 있었으니', '건반처럼 생긴 도로 위', '수많은 조명들이 날 빠르게', '번갈아 가며 비추고 있지만', '난 아직 초짜란 말이야', '붉은색 푸른색 그 사이', '3초 그 짧은 시간', '노란색 빛을 내는 저기 저 신호등이', '내 머릿속을 텅 비워버려', '내가 빠른지도', '느린지도 모르겠어', '그저 눈앞이 샛노랄 뿐이야', '꼬질꼬질한 사람이나', '부자 곁엔 아무도 없는', '삼색 조명과 이색 칠 위에', '서 있어 괴롭히지 마', '붉은색 푸른색 그 사이', '3초 그 짧은 시간', '노란색 빛을 내는 저기 저 신호등이', '내 머릿속을 텅 비워버려', '내가 빠른지도', '느린지도 모르겠어', '그저 눈앞이 샛노랄 뿐이야']"
92,Feel My Rhythm,"['무도회를 뒤집어', '작은 소란을 또 일으켜', '등장부터 인사까지 파격적이게', '우리 살짝 놀아볼까', '지금부터 시작해 볼게', '꽃가루를 날려', '폭죽을 더 크게 터트려', '우릴 오만과 편견에 가두지 마', '자유로워 지금', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '해가 떠올 때까지', '이제 조금 낯선 다른 차원까지', '상상할 수 없던 곳 시간 속', '예고 없이 등장해', '이 밤은 멋지고 우린', '온 세상 모든 경계를', '꽃가루를 날려', '(흩날려)', '(마음껏)', '더는 어제와 내일에 가두지 마', '자유로워 지금', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '해가 떠올 때까지', '온 세상이 멈추는 순간', '어서 내 손을 잡아', '어디로 가볼까', '상상해 봐 뭐든지', '노래를 따라서 저 달빛에 춤을 춰', '해가 떠올 때까지']"
93,문 (Moon),"['이렇게 또 지는 밤', '오늘은 길었음 해', '늘 혼자 되뇌이던 맘', '들어주던 거울 앞에', '앉아 네 맘의 문에 들어갈', '간직했던 말들 적어', '외투 한 쪽에 두고', '이른 밤을 나서', '있잖아 눈이 내려', '혹시 나와 보지 않을래', '네 손위에 펼쳐지는', '내 지난밤이 전해진다면', '계절의 끝이', '열어볼래 너의 맘으로 가는 문', '추운 겨울 이긴 해', '그게 너였으면 해', '마침 우릴 위해 져주는 달', '조금 더 널 느낄 수 있게', '옆에 와줄래', '아직 조심스런 말들을 모아', '예쁜 모양을 만들어', '네게 건넬래', '이 밤이 닫히기 전에', '있잖아 눈이 내려', '혹시 나와 보지 않을래', '네 손위에 펼쳐지는', '내 지난밤이 전해진다면', '계절의 끝이', '열어볼래 너의 맘으로 가는 문', '걸음을 맞추고 있어', '널 안을 추운 날씨마저', '오늘은 이뤄질 수 있게', '전부 맞춰진 거야', '아름다운 널 닮은', '눈이 내려', '우릴 감싸주고 있잖아', '네 어깨에 쌓여가는', '내 지난밤을 알게 된 너는', '손을 내밀어', '들어가 볼게 나 네게 한 발자국']"
94,오르트구름,"['어둠만이 나의 전부였던 동안', '숨이 벅차도록 달려왔잖아', '경계의 끝자락', '내 끝은 아니니까', '울타리 밖에 일렁이는 무언가', '그 아무도 모르는 별일지 몰라', '벅찬 맘으로 이 궤도를 벗어나', '새로운 길의 탐험가', '껍질을 깨뜨려버리자', '두려움은 이제 거둬', '오로지 나를 믿어', '두 눈 앞의 끝, 사뿐 넘어가', '녹이 슨 심장에 쉼 없이 피는 꿈', '무모하대도 믿어 난', '누구도 본 적 없는 낯선 우주 속에', '답답한 가슴 안에', '불꽃을 피워낼래', '곧 잡힐 듯이 반짝이던 무언가', '꼭 달릴수록 멀어져도 난 좋아', '여정은 이미 시작된 지 오래야', '끝이라 생각한 순간', '넓은 세상이 날 감싸 안아', '때로는 느릿해도', '가끔은 지친대도', '두 눈 앞의 끝, 사뿐 넘어가', '녹이 슨 심장에 쉼 없이 피는 꿈', '무모하대도 믿어 난', '누가 뭐래도 믿어 난', '구름 너머 세상을 내 품에 안을래', '두 눈 앞의 끝, 사뿐 넘어가', '녹이 슨 심장에 쉼 없이 피는 꿈', '무모하대도 믿어 난', '나의 여정을 믿어 난']"
95,POP!,"['이미 넌 나를 벗어날 수가 없어', '터뜨리고 싶은 너', '설렘이 멎기 전에', '가슴이 뛰는 이 느낌', '너무 잘 보여 아무리 숨겨도', '이미 들킨 걸 자꾸 둥둥 떠다니잖아', '설렘이 멎기 전에', '가슴이 뛰는 이 느낌', '끝도 없이 점점 부풀어 가', '내게 푹 빠진 너를 애써 참진 마', '내가 터뜨려 줄 테니', '설렘이 멎기 전에', '가슴이 뛰는 이 느낌']"
96,드라마,"['나도 한때는 그이의 손을 잡고', '내가 온 세상 주인공이 된 듯', '꽃송이의 꽃잎 하나하나까지', '모두 날 위해 피어났지', '올림픽대로 뚝섬 유원지', '서촌 골목골목 예쁜 식당', '나를 휘청거리게 만든', '주옥같은 대사들', '다시 누군가 사랑할 수 있을까', '예쁘다는 말 들을 수 있을까', '하루 단 하루만 기회가 온다면', '죽을힘을 다해 빛나리', '언제부턴가 급격하게', '단조로 바뀌던 배경음악', '조명이 꺼진 세트장에', '혼자 남겨진 나는', '단역을 맡은 그냥 평범한 여자', '꽃도 하늘도 한강도 거짓말', '나의 드라마는 또 이렇게 끝나', '나왔는지조차 모르게', '끝났는지조차 모르게']"
97,Yet To Come,"['부지런히 지나온', '어제들 속에', '참 아름답게', '그날을 향해', '숨이 벅차게', '다들 언제부턴가', '말하네 우릴 최고라고', '이젠 무겁기만 해', '노래가 좋았다고', '그저 달릴 뿐이라고', '너의 마음속 깊은 어딘가', '여전한 소년이 있어', '(당신은 꿈꾸는가, 그 길의 끝은 무엇일까)', '(모두가 숨죽인 밤, 우린 발을 멈추지 않아)', '언젠가부터 붙은 불편한 수식어', '최고란 말은 아직까지 낯간지러워', '난 난 말야 걍 음악이 좋은 걸', '여전히 그때와 다른 게 별로 없는걸', '아마 다른 게 별로 없다면', '난 변화는 많았지만', '변함은 없었다 해', '매 순간이 새로운 최선', '지금 난 마치 열세 살', '그때의 나처럼 뱉어', '아직도 배울 게 많고', '나의 인생 채울 게 많아', '그 이유를 물어본다면', '내 심장이 말하잖아', '왕관과 꽃, 수많은 트로피', '긴긴 원을 돌아 결국 또 제자리', '너의 마음속 깊은 어딘가', '여전한 소년이 있어', '(당신은 꿈꾸는가, 그 길의 끝은 무엇일까)', '(모두가 숨죽인 밤, 우린 발을 멈추지 않아)', '눈부시게 지나온', '기억들 속에', '참 아름답게', '그날을 향해', '더 우리답게']"
98,입김 (Take My Breath),"['심각해 네 앞에 서면', '숨을 쉬는 것도', '내 맘대로 잘 안돼', '들이쉬는 숨에', '머린 뒤엉킨 채', '다시 내쉰 숨엔', '말문 막혀', '차가워지는 공기', '추운 이 거릴', '너와 걸어', '마치 우리 둘은 연인', '어색하게 굳은 채로', '하얀 눈은 자꾸 녹는데', '날 보는 까만 네 눈을 볼 땐', '온통 얼어붙게 돼', '널 좋아 한단 그 말을 빼면', '어떤 말도 못 해', '잔뜩 움츠렸던 내 용기까지', '온기가 실린 채', '봐 맘이 밖으로 자꾸 새어나', '널 그려내지 온종일', '거품 따라 올라 나는 아마', '편지는 주머니 속', '어느새 쌓여가는 눈과', '그 위로 더 깊어져만 간', '긴긴 한 숨', '이 거리에 가득해', '자 이젠 네 앞에', '맘을 털어놔야 해', '겨울 한가운데 있는데', '둘만의 성급한 봄이 오게', '네 곁에 붙어 설 게', '널 좋아 한단 그 말을 빼면', '어떤 말도 못 해', '잔뜩 움츠렸던 내 용기까지', '온기가 실린 채', '봐 맘이 밖으로 자꾸 새어나', '널 그려내지 온종일', '난 너를 생각해', '내 맘 깊이 너 몰래 숨긴', '어쩌면 너에게 다 들키고 있으려나', '내 모든 말에 묻어나서', '널 좋아 한단 그 말을 빼면', '어떤 말도 못 해', '잔뜩 움츠렸던 내 용기까지', '온기가 실린 채', '봐 맘이 밖으로 자꾸 새어나', '널 그려내지 온종일', '(모든 숨이 소리 없이 하는 말)']"
99,내 손을 잡아,"['느낌이 오잖아', '떨리고 있잖아', '언제까지 눈치만 볼 거니', '네 맘을 말해봐', '딴청 피우지 말란 말이야', '네 맘 가는 그대로', '지금 내 손을 잡아', '어서 내 손을 잡아', '우연히 고개를 돌릴 때 마다', '눈이 마주치는 건', '며칠 밤 내내 꿈속에 나타나', '밤새 나를 괴롭히는 건', '그 많은 빈자리 중에서 하필', '내 옆자릴 고르는 건', '나도 모르게 어느새 실없는 웃음', '흘리고 있다는 건', '그럼 말 다했지 뭐', '우리 얘기 좀 할까', '느낌이 오잖아 떨리고 있잖아', '언제까지 눈치만 볼 거니', '네 맘을 말해봐', '딴청 피우지 말란 말이야', '네 맘 가는 그대로', '지금 내 손을 잡아', '핸드폰 진동에', '심장이 덜컥내려 앉는다는 건', '오 나도 모르게', '어느새 짓궂은 네 말투', '자꾸 듣고 싶은걸', '어떡해', '저기 멀리 걸어온다', '눈이 마주친다', '언제까지 넌 모른척 할거니', '사랑이 온거야 너와 나 말이야', '네가 좋아 정말 못 견딜 만큼', '그거면 된거야', '더는 생각하지 말란 말이야', '네 맘 가는 그대로', '느낌이 오잖아 떨리고 있잖아', '언제까지 눈치만 볼 거니', '네 맘을 말해봐', '딴청 피우지 말란 말이야', '네 맘 가는 그대로', '지금 내 손을 잡아', '그냥 내 손을 잡아', '지금 내 손을 잡아']"
